Id,Section,ui,Label,Enumeration,Notes,pattern,min,max,Branching_Logic,Unit,CDE_Reference,source_file,source_directory
side_effect_status_2_6,CRISIS_Health Status Adult Survey,radio,Do you still have the side effect(s)? (2nd dose),"1, Yes|0, No|96, Don't know",6mo CRISIS_Health Status Survey,,,,[vaccine_side_effects_2] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
vaccine_side_effects_booster_6,CRISIS_Health Status Adult Survey,radio,Have you experienced any side-effects from the booster vaccine?,"1, Yes|0, No|96, Don't know",6mo CRISIS_Health Status Survey,,,,[vaccine_date_booster]<>'',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
side_effect_status_booster_6,CRISIS_Health Status Adult Survey,radio,Do you still have the side effect(s)? (booster),"1, Yes|0, No|96, Don't know",6mo CRISIS_Health Status Survey,,,,[vaccine_side_effects_booster] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_1_6,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Tested positive for Covid)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_2_6,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Been diagnosed with heart disease)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_3_6,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Been diagnosed with lung disease)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_4_6,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Been diagnosed with kidney disease)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_5_6,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Been diagnosed with eye disease)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_6_6,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Had a stroke)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_7_6,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Had trouble remembering things)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_8_6,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Had trouble concentrating)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_9_6,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Had new or continued loss of sense of taste or smell)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_10_6,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Had pain in your joints or muscles)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_11_6,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Felt tired or weak a lot)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_12_6,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Had trouble being active because you were tired or had a hard time breathing)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_13_6,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Had red, swollen, or irritated eyes not due to allergies)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_0_6,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Nothing new to report)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
exposed_1_6,CRISIS_Health Status Adult Survey,radio,"During the PAST TWO WEEKS, have you been exposed to someone likely to have Coronavirus/COVID-19? (Yes, someone with positive test)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
exposed_2_6,CRISIS_Health Status Adult Survey,radio,"During the PAST TWO WEEKS, have you been exposed to someone likely to have Coronavirus/COVID-19? (Yes, someone with medical diagnosis)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
exposed_3_6,CRISIS_Health Status Adult Survey,radio,"During the PAST TWO WEEKS, have you been exposed to someone likely to have Coronavirus/COVID-19? (Yes, someone with possible symptoms, but no diagnosis by doctor)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
exposed_4_6,CRISIS_Health Status Adult Survey,radio,"During the PAST TWO WEEKS, have you been exposed to someone likely to have Coronavirus/COVID-19? (No, not to my knowledge)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
infected_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have you been suspected of having Coronavirus/COVID-19 infection?","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
symptoms_1_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have you had a fever","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
symptoms_2_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have you had a cough","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
symptoms_3_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have you had shortness of breath","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
symptoms_4_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have you had a sore throat","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
symptoms_5_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have you had fatigue","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
symptoms_6_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have you had loss of taste or smell","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
symptoms_7_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have you had an eye infection","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
symptoms_8_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have you had other symptoms","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
symptoms_other_6,CRISIS_Health Status Adult Survey,text,Please describe your other symptom(s),"1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,[symptoms(8)] = '1'," ",,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_family_1_6,CRISIS_Health Status Adult Survey,radio,"During the PAST TWO WEEKS, has anyone in your family been diagnosed with Coronavirus/COVID-19? (Yes, member of household)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_family_2_6,CRISIS_Health Status Adult Survey,radio,"During the PAST TWO WEEKS, has anyone in your family been diagnosed with Coronavirus/COVID-19? (Yes, non-household member)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_family_3_6,CRISIS_Health Status Adult Survey,radio,"During the PAST TWO WEEKS, has anyone in your family been diagnosed with Coronavirus/COVID-19? (No)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_impact_1_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have any of the following happened to your family members because of Coronavirus/COVID-19? (Fallen ill physically)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_impact_2_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have any of the following happened to your family members because of Coronavirus/COVID-19? (Hospitalized)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_impact_3_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have any of the following happened to your family members because of Coronavirus/COVID-19? (Put into self-quarantine with symptoms)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_impact_4_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have any of the following happened to your family members because of Coronavirus/COVID-19? (Put into self-quarantine without symptoms (e.g., due to possible exposure))","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_impact_5_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have any of the following happened to your family members because of Coronavirus/COVID-19? (Lost or been laid off from job)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_impact_6_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have any of the following happened to your family members because of Coronavirus/COVID-19? (Reduced ability to earn money)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_impact_7_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have any of the following happened to your family members because of Coronavirus/COVID-19? (Passed away)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_impact_0_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have any of the following happened to your family members because of Coronavirus/COVID-19? (None of the above)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
worried_infected_6,CRISIS_Health Status Adult Survey,radio,"During the PAST TWO WEEKS, how worried have you been about being infected?","1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
worried_othersinfected_6,CRISIS_Health Status Adult Survey,radio,"During the PAST TWO WEEKS, how worried have you been about friends or family being infected?","1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
worried_physical_6,CRISIS_Health Status Adult Survey,radio,"During the PAST TWO WEEKS, how worried have you been about your Physical health being influenced by Coronavirus/COVID-19?","1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
worried_mental_6,CRISIS_Health Status Adult Survey,radio,"During the PAST TWO WEEKS, how worried have you been about your Mental/Emotional health being inï¬‚uenced by Coronavirus/COVID-19?","1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
readingtalking_6,CRISIS_Health Status Adult Survey,radio,How much are you reading or talking about Coronavirus/COVID-19?,"1, Never|2, Rarely|3, Occasionally|4, Often|5, Most of the time",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
positivechange_6,CRISIS_Health Status Adult Survey,radio,Has the Coronavirus/COVID-19 crisis in your area led to any positive changes in your life?,"0, None|1, Only a few|2, Some",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
positivechange_specify_6,CRISIS_Health Status Adult Survey,text,Please specify:,,6mo CRISIS_Health Status Survey,,,,[positivechange] = '2' or [positivechange] = '3',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
schoolclosed_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, if you attend school, has your school building been closed? 
","1, Yes|0, No|2, Not Applicable",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
class_insession_6,CRISIS_Health Status Adult Survey,radio,Are classes in session?,"1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,[schoolclosed] = '0',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
class_inperson_6,CRISIS_Health Status Adult Survey,radio,Are you attending classes in-person?,"1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,[schoolclosed] = '0',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
onlineclasses_6,CRISIS_Health Status Adult Survey,radio,Have classes resumed online?,"1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,[schoolclosed] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
internet_access_6,CRISIS_Health Status Adult Survey,radio,Do you have easy access to the internet and a computer?,"1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,[schoolclosed] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
assignments_6,CRISIS_Health Status Adult Survey,radio,Are there assignments for you to complete?,"1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,[schoolclosed] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
mealsfromschool_6,CRISIS_Health Status Adult Survey,radio,Are you able to receive meals from the school?,"1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,[schoolclosed] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
job_status_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, if you had a job prior to the Coronavirus/COVID-19, are you still working?","1, Yes|0, No|96, Not Applicable",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
work_onsite_6,CRISIS_Health Status Adult Survey,radio,Are you still going to your workplace?,"1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,[job_status] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
work_telework_6,CRISIS_Health Status Adult Survey,radio,Are you teleworking or working from home?,"1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,[job_status] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
work_laidoff_6,CRISIS_Health Status Adult Survey,radio,Were you laid off from your job?,"1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,[job_status] = '0',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
work_losejob_6,CRISIS_Health Status Adult Survey,radio,Did you lose your job?,"1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,[job_status] = '0',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
current_restrictions_6,CRISIS_Health Status Adult Survey,radio,"In the PAST TWO WEEKS, has the area where you live had restrictions due to Covid? (limited number of people at gatherings, no close contact, sheltering at home, etc.)","1, Yes|0, No",6mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
inpersonconvo_6,CRISIS_Health Status Adult Survey,text,"During the past TWO WEEKS, how many people, from outside of your household, have you had an in-person conversation with? (if none, enter '0')",,6mo CRISIS_Health Status Survey,number,,,[current_restrictions] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
timeoutside_6,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, how much time have you spent going outside of the home (e.g., going to stores, parks, etc.)?

","1, Not at all|2, 1-2 days per week|3, A few days per week|4, Several days per week|5, Every day",6mo CRISIS_Health Status Survey,,,,[current_restrictions] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
restrictions_stress_6,CRISIS_Health Status Adult Survey,radio,"How stressful have the restrictions on leaving home been for you?

","1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely",6mo CRISIS_Health Status Survey,,,,[current_restrictions] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
restrictions_outside_contacts_6,CRISIS_Health Status Adult Survey,radio,Have your contacts with people outside of your home changed relative to before the Coronavirus/COVID-19 crisis in your area?,"1, A lot less|2, A little less|3, About the same|4, A little more|5, A lot more",6mo CRISIS_Health Status Survey,,,,[current_restrictions] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
restrictions_distancing_6,CRISIS_Health Status Adult Survey,radio,"How much difficulty have you had following the recommendations for keeping away from close contact with people?

","1, None|2, A little|3, Moderate|4, A lot|5, A great amount",6mo CRISIS_Health Status Survey,,,,[current_restrictions] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
