variable_name,description,label,datatype,value_constraints,units,required,unique,CDE,form_name,source_file,source_directory,Digest (variable_name|source_file|source_directory)
30141-covid_tst_symptoms-23,"Symptoms experienced prior to getting tested, selected; Shortness of breath",Which of the following symptoms did you experience prior to getting tested? Shortness of breath,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,889262f7f3f33184bf95dc716a473451c99368d29cc47e4dccd38d6d4147e9d2ea16b444347f6f4d54e15ae5325418b6422fbbdc5563a700379a1902789961dc
30141-covid_tst_symptoms-25,"Symptoms experienced prior to getting tested, selected; Sore throat",Which of the following symptoms did you experience prior to getting tested? Sore throat,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,a042b0232107541d2c03a4357c05b10210c7da58c2ded69b381a19ccede3a7d2bbf03808314153c68d2cb73c5b0dace374cb1c962ca4c36d98097500bc13b6b5
30141-covid_tst_symptoms-26,"Symptoms experienced prior to getting tested, selected; Stomach or abdominal pain",Which of the following symptoms did you experience prior to getting tested? Stomach or abdominal pain,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,90dac5bfb853af21527e18702691ca1efc2e7f15540c05c0e322a199cef5d94c442c2bf06e4d7b64d80bcdfd7427e6184dca163775d789dc5ee521b54584cff3
30141-covid_tst_symptoms-28,"Symptoms experienced prior to getting tested, selected; Unusual shivering or shaking",Which of the following symptoms did you experience prior to getting tested? Unusual shivering or shaking,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,54710e2d6ddee806b7782eb65e156510f231e14702c2a99ff947599f05a92ee97415e7a569ec57655a021e64dfe45a1c1a34a7615188f9822850751b01432973
30141-covid_tst_symptoms-29,"Symptoms experienced prior to getting tested, selected; Nausea or vomiting",Which of the following symptoms did you experience prior to getting tested? Nausea or vomiting,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,b77a442160fe3d54e842debf07e8ea94039cad705b540e2ce94598a1627c1a717be89c9f5340fe3bcc169d10fb69b0970c090c4338e152eb45d9091df38fd676
30141-covid_tst_symptoms-30,"Symptoms experienced prior to getting tested, selected; Wheezing",Which of the following symptoms did you experience prior to getting tested? Wheezing,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,2f211db906d13f5c91ac388ea13238091e88a3008f507e7ba006a1d33b305c73c701d743511084f10aa6b2f2ff588420871172ce4943624c13abe791999b0355
30141-covid_tst_symptoms-31,"Symptoms experienced prior to getting tested, selected; Other",Which of the following symptoms did you experience prior to getting tested? Other,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,271a39383fa601e442d49d77922bd554d6dccc3b6e9811f741012fdafd6c0fadea79728cfb5b4ad1c4db91a7969c3b7e41008ff4bcf51cb5ac9e9c4bdc48c83b
30141-covid_tst_symptoms-998,"Symptoms experienced prior to getting tested, selected; None of the above",Which of the following symptoms did you experience prior to getting tested? None of the above,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,ba0ac1137ca414204505d0bb08277a54cfd9023567a191b1c030bae3199991d8073ae240c6187a11fc229e05f00ba02b9a8da10e8e4265d7c6f3a251a77f7320
32008-testsypmtoms_specify,Other symptoms prior to testing for coronavirus,"Other symptoms prior to testing, please specify:",text,,,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,ea05b488c2e2dba4cf0cdf7078eb897e9992df910c069d8ccf4961430979e888565a939fd3f704e035f76e55d764a762de820099a075df21b2f4cc30e27dfe1d
30144-flu_result,Last 30 Days FLU Tested Results,"In the past 30 days, have you been tested for the flu, and if so, what was the result of your most recent test?",categorical,"1, No, I have not been tested; 2, Yes, and I tested positive; 3, Yes, and I tested negative; 4, Yes, and my results were inconclusive; 5, Yes, and my results are still pending; 999, Prefer not to answer",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,0833cea70599452dd07979b2e8fff8e4251ab2c7879df5befc3f3bd5e9e65893fc64a462584a3cd30f37710718d01ab5fc18182e042362b818c4d7d22c108239
32027-flu_tst_date_deid,Number of days from day of Consent when Participant received a FLU test,What was the date of the FLU test that you received in the past 30 days (outside of this research study)?,integer,De-identified Value in Days,days,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,2300b9c112c7c1b7319374732414ef3f1e416f1f6759503e8929a12be2ebfebdd7a7b7d0a92ffddbd8b33041ee8743a502d276784083b41c8b83ae4d7c2fe48c
30147-flu_why-1,"The following best describes why the participant was tested for the Flu, selected; I had Flu symptoms (fever, cough, chills, nausea, etc…)","Which of the following best describes why you were tested for the Flu? I had Flu symptoms (fever, cough, chills, nausea, etc…)",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,e8cfd939bcb642f894456eba42c11e408de29ed5f515a4bebbb16ce0db878430a569b19400d6e8824103065cc6acb178680c321c44409e4a583ce545460ed595
30147-flu_why-3,"The following best describes why the participant was tested for the Flu, selected; Other",Which of the following best describes why you were tested for the Flu? Other,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,3f82d7602f2557b3a1967c344ef257b2a22ddd2a3388adca5b136b30c317d1044483e58dd1e1d686062500421b999fd7fd79267583381d182af75e6a5d3da0fe
30147-flu_why-999,"The following best describes why the participant was tested for the Flu, selected; Prefer not to answer",Which of the following best describes why you were tested for the Flu? Prefer not to answer,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,b0d7ace86c5b45bb5b9af0e8f5838df05883066a0f46f6c3d85275d2bedc2a259131780327acba00a3e954b4df6b982344d8091dff678d2eb007e49ea59de098
32009-flu_why_specify,Other reasons tested for FLU,"Other reasons tested for FLU, please specify:",text,,,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,e30e164257c9c9919bf0bb744a36639686f9d53d102703e58796421137128875cb3caf8225f2dfc2bad7d7ad9a731a53b067bf7bfd06a934282f7aaa8c2a56ef
30150-flu_tst_symptoms-1,"Symptoms experienced prior to getting tested, selected; Any tingling/numbness/swelling in hands or feet",Which of the following symptoms did you experience prior to getting tested? Any tingling/numbness/swelling in hands or feet,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,af819574570d6e27a9fe253b2420658825d72a5183e4e48b4b89e4cc2beb43b58f1f15831b73df6efd1d7eeb3d71db327471d11ea1bdc9214235aff3e5da19c4
30150-flu_tst_symptoms-3,"Symptoms experienced prior to getting tested, selected; Change in or loss of appetite",Which of the following symptoms did you experience prior to getting tested? Change in or loss of appetite,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,2a2e4849c5bba76e6ffa11deaf195b6c9ef25b12c3026426685e6454c941db8c4b9514873ec244d67cf1a0e91bd3b685b21f6f60881773bf3db28f6923b2afee
30150-flu_tst_symptoms-5,"Symptoms experienced prior to getting tested, selected; Chills",Which of the following symptoms did you experience prior to getting tested? Chills,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,07520b902ad70722c6b23fddb5b277ff0cc85e2e7ab3cd6dc95d2df6fc1c80cde475adb9bf590425ba9f7a0c4c1ecc2813284a6eb7112647cf54eab5123932e0
30150-flu_tst_symptoms-6,"Symptoms experienced prior to getting tested, selected; Cough",Which of the following symptoms did you experience prior to getting tested? Cough,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,5cb48197efd814c91a002bd915ea93d19692d90fdfe24f72182e0effc4247a8ea39c31c667c2e58b89ac3b1b9b0198e7ad0eb1e06261b6b9dda578b6c3bd6239
30150-flu_tst_symptoms-7,"Symptoms experienced prior to getting tested, selected; Diarrhea",Which of the following symptoms did you experience prior to getting tested? Diarrhea,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,5f55bed9cae06c0049005563a6a227d9a393301e868504da618a676cc092713fba81911bd0e78af4f6505588581c35144e3569f108f616bc1a6c3325ad0dc932
30150-flu_tst_symptoms-8,"Symptoms experienced prior to getting tested, selected; Difficulty breathing",Which of the following symptoms did you experience prior to getting tested? Difficulty breathing,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,4a83d87350f0fbe34c9d68577f0e2409853318c05fe1dd870b5571f5725560f3306e1e1e796704c1176472654c7d5182a390ffb57e2d58a9760e59a50ce89ec0
30150-flu_tst_symptoms-9,"Symptoms experienced prior to getting tested, selected; Excessive sweating",Which of the following symptoms did you experience prior to getting tested? Excessive sweating,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,c87e56802d63cf665844c59bc97539bb412c890de06c068f4dc1851e59edf7ced72c010aef10e9084323080a20318c5222101f711df0034a41ab98b2ff496526
30150-flu_tst_symptoms-10,"Symptoms experienced prior to getting tested, selected; Fatigue (more than normal)",Which of the following symptoms did you experience prior to getting tested? Fatigue (more than normal),categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,09bef5465da8bbdcc25c49c217664cd7dc5852fc4ccfb1b8f372aa67ea4ce4d271f7b8701c945926c28149090db22f05209464ff43d88c9295c71d1bf2a7311e
30150-flu_tst_symptoms-12,"Symptoms experienced prior to getting tested, selected; Headaches",Which of the following symptoms did you experience prior to getting tested? Headaches,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,ae716998ae0d32978a873d610cc8649a28c53e164d97b4debc14e8fbbfd71e5d27039d0e0f4d04efd30a655804e67917a3c2d3f0cc63fbcad3a5fee05c0939b0
30150-flu_tst_symptoms-13,"Symptoms experienced prior to getting tested, selected; Joint or any other unexplained pain",Which of the following symptoms did you experience prior to getting tested? Joint or any other unexplained pain,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,c9d6c7e17ad09cb455f27bf71e581ec7317e3801d2503bd56894640899530f1b3e0fb5d290f9a45ab23a039e368262c8520d0869fab24f0fdf1a65d978ee7e8b
30150-flu_tst_symptoms-15,"Symptoms experienced prior to getting tested, selected; Loss of taste",Which of the following symptoms did you experience prior to getting tested? Loss of taste,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,1e5f9e9c1bd4c764875f15b6d736f9422d4432a5bc2b83af849308a4115dbf9c7d768873a7b2d5a997a68a0def91e62a2167b39350c5ca81925f84ad5f0b89d1
30150-flu_tst_symptoms-16,"Symptoms experienced prior to getting tested, selected; Loss of smell",Which of the following symptoms did you experience prior to getting tested? Loss of smell,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,89e753a9bf63f6ffcc8a0015139452ac8da242b768046a3e3ba13b994bbc6e6238f0cda8cff111c5ac274f9e97ea29da73d13de951534ef2761848ad8f7bff1f
30150-flu_tst_symptoms-21,"Symptoms experienced prior to getting tested, selected; Runny nose",Which of the following symptoms did you experience prior to getting tested? Runny nose,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,92d7979528b3dfa016acc543f710df61f67b9416989dba1468b8e1c12a1b399acd0d03c68287adb8ef1f00fbd7510b15792f3949f71fb306df977def242cc96e
30150-flu_tst_symptoms-23,"Symptoms experienced prior to getting tested, selected; Shortness of breath",Which of the following symptoms did you experience prior to getting tested? Shortness of breath,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,5a373c504c15736cb333978390c374a3f1ad3aa07cfd786a2ea699c5cc795f4de1a34f13bda290f30775818ce9e7b51b51bac1f3c2ff2021965fcebdfdaffc3b
30150-flu_tst_symptoms-30,"Symptoms experienced prior to getting tested, selected; Wheezing",Which of the following symptoms did you experience prior to getting tested? Wheezing,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,c943c4252fb9befcca5b1e5746a4c38040b1c90121976735827ac6ca58ced36dfc163e876edc976768cc1cf0d21765a7269f90cea696f5e814e48b6c4656cbfd
32010-flu_tst_specify,Other symptoms prior to testing for FLU,"Other symptoms prior to testing, please specify:",text,,,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,618957b2b7e166b4ebe654c051793c36626eb0128de1a4a7e423883fbc75133aa08bcd540984eeeb1c96da5f14c396c3f9d8938af4e4d1fe7cc23029afbd0f45
30153-symptoms-1,"In the last 14 days, the participant experienced the following symptoms, selected; None","In the last 14 days, did you experience any of the following symptoms? None",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,db82e65abbb2cb18bc7d285c6b40201b6b3e343af4333f622c0ec16a91247887763807d0217983c820ecbcf9cdfbf2b09956d918359ae4637121f85653f52644
30153-symptoms-2,"In the last 14 days, the participant experienced the following symptoms, selected; Fever or feeling feverish","In the last 14 days, did you experience any of the following symptoms? Fever or feeling feverish",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,Symptoms,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,f4455b7b7651b4dd65f423b7daa118708fdaadfa1def08d69f391c7d945ac2f7decede50c605c43820eabcda63d104f5124ddfe1429da6e4c4283f352a0ed670
30153-symptoms-3,"In the last 14 days, the participant experienced the following symptoms, selected; Muscle aches (not due to exercise)","In the last 14 days, did you experience any of the following symptoms? Muscle aches (not due to exercise)",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,Symptoms,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,2d6d50c9051f312e7ac13fee07ea2fd617a3380edad70bfeeb0b8f9472ee95d7138b0766fa940a8147f7630a51e23dc188c61b33886434f38417ac72bbb42293
30153-symptoms-4,"In the last 14 days, the participant experienced the following symptoms, selected; Pinkeye or Conjunctivitis","In the last 14 days, did you experience any of the following symptoms? Pinkeye or Conjunctivitis",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,Symptoms,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,143125624763e7c570707714c64bdd83c5e4706cf8398904bd0fb6a944ad0b9b8ebd474e752bfc376da086bcc9848a979334ece04d0b8917bc1c45b833318f04
