variable_name,form_name,section_header,ui,label,value_constraints,field_note,pattern,min,max,branching_logic,required,Custom Alignment,question_id,Matrix Group Name,description,source_file,source_directory,Digest (variable_name|source_file|source_directory)
vaper_years,tier2_alcohol_and_tobacco,Prescription Medication 15,text,How many years have you vaped?,,,number,0.1,100,"[vaper_cur_stat] ='4' or [vaper_cur_stat] ='3' or [vaper_cur_stat] ='2' ",,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,885ffd6648d7ccff9362b0a02a9daaef7547de952d51f07bb24a61796da7dc46c7761c7dcd0759425f2520adde3b22502748b0c9aa2cc9fc7dcb4cb54670c473
drg_date_mdy,tier2_drug_use,Prescription Medication 15,text,Date of Drug Use Collection,,MM/DD/YYYY,date_mdy,01/01/1900,,,,,,,Note: Maximum expected day = Current day.,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,cf2889c19b1baf3321f1e59981b41b0aa4be67b3898b5b7a4ac55c0a2a37f43ce70e49c8236ad22e68efca973df976afd5e839a7b39e3eafb20f2233047d93c8
mari_use_2,tier2_drug_use,Prescription Medication 15,radio,"Have you used marijuana in the past 12 months? ","1, Yes | 0, No| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,8b764c9f41ac281bea382e618be7da2a96252fea64f67ec86e7d817ac3839b012e144de817da2d25061a7a87a8b029fcad3e616dbf549f17897e53ef4edd477c
mari_use_smk_2,tier2_drug_use,Prescription Medication 15,radio,"If you have used marijuana in the past 12 months, have often have you smoked it?","1, Daily or almost daily|2, About once or twice per week|3, About once per month|4, Rarely (less than once per month)|5, Never| 99, Prefer not to answer",,,,,[mari_use_2] = 1,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,889f1bf7edbe0a794784849ad6d7e083cb58878c79d3858815f257d842c451f40839d1b92ce9b77c2d7fd3829eaf2986b448de3585f5fc415862f42f8928b73a
mari_use_vap_2,tier2_drug_use,Prescription Medication 15,radio,"If you have used marijuana in the past 12 months, have often have you vaped it?","1, Daily or almost daily|2, About once or twice per week|3, About once per month|4, Rarely (less than once per month)|5, Never| 99, Prefer not to answer",,,,,[mari_use_2] = 1,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,4875dc3a732e17a272a9e293e7a80a9fbd2e9588d558373defb048dbdd54aaa82ddae3839ddd6853c9c5439deb2f1b90385f7e318e8eb3191ab9a357fdb06bf8
pdrg_use_2,tier2_drug_use,Prescription Medication 15,radio,"In the past 12 months, have often have you used prescription drugs just for the feeling, more than prescribed, or that were not prescribed for you? ","1, Daily or almost daily|2, About once or twice per week|3, About once per month|4, Rarely (less than once per month)|5, Never| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,95c101f55f45ce7ee401e820c8e58dff5290ed9947ccb8501d39bf161fb63a87cae6c94f4423d963da11a0cf8b05b93896e7663ab2b4b6022f493f547255c8ba
idrug_use_2,tier2_drug_use,Prescription Medication 15,radio,"In the past 12 months, have you used any of the following drugs: cocaine or crack, heroin, crystal meth (methamphetamine), hallucinogens (like LSD, psilocybin, PCP, ketamine), ecstasy? ","1, Yes | 0, No| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,e0e2769819c00550d60c99ea018a43490b68500cae2460a142bad41cf616a217acc5d671e6f0d3e5a101bbc3e1e5e9cf1943de42811ff6382c44afd601c3700e
cocaine_use_2,tier2_drug_use,How often have you used each of the following drugs?,radio,Cocaine or crack,"1, Daily or almost daily|2, About once or twice per week|3, About once per month|4, Rarely (less than once per month)|5, Never| 99, Prefer not to answer",,,,,[idrug_use_2] = 1,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,6f705d62e8e53a431ea3c313f9904024636ec147fa22393376c5ff43b79d3d872e8580d5209c6ae2bf5477afc885a995e6e5eb9c7ec4f78cc6aa4e4135fecb2a
heroin_use_2,tier2_drug_use,How often have you used each of the following drugs?,radio,Heroin,"1, Daily or almost daily|2, About once or twice per week|3, About once per month|4, Rarely (less than once per month)|5, Never| 99, Prefer not to answer",,,,,[idrug_use_2] = 1,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,f1515e6cc81a0f19844121ed6a5ae845b7eb288dda774fd4a83550f5e940c90ac27e68ac6102dc11884400ff2585e7fbc87572abfb3133dac924cfb7848e8151
meth_use_2,tier2_drug_use,How often have you used each of the following drugs?,radio,Crystal meth (methamphetamine),"1, Daily or almost daily|2, About once or twice per week|3, About once per month|4, Rarely (less than once per month)|5, Never| 99, Prefer not to answer",,,,,[idrug_use_2] = 1,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,3878d7afb6c5c727df936a17e4e92b63d2529f298125fd9ae2f457bb74b0e86dd5d6a2293abb944ce0fb7b7c51a37c7180707c3ed899235630b6ef6b831c44fd
hallu_use_2,tier2_drug_use,How often have you used each of the following drugs?,radio,"Hallucinogens (like LSD, psilocybin, PCP, ketamine)","1, Daily or almost daily|2, About once or twice per week|3, About once per month|4, Rarely (less than once per month)|5, Never| 99, Prefer not to answer",,,,,[idrug_use_2] = 1,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,e8b6cece5d6825ed7fc98368c8fdd3119341c5771893eb3a2dca6061415b3a0497000e402934958c5967d7b9b798a84a12d611bbf08616d039610e23bf4b749a
ecstasy_use,tier2_drug_use,How often have you used each of the following drugs?,radio,Ecstasy,"1, Daily or almost daily|2, About once or twice per week|3, About once per month|4, Rarely (less than once per month)|5, Never  |",,,,,[idrug_use_2] = 1,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,2ed0c3ed00885f33142fc88037f1ac1c064d286c35a3cdf24abd49d83e1b99c9ddd8b283a052b4ca63eb46302fe0b6b7d495781f89c4ec0fdd387097dd47d60d
disability_date_mdy,tier2_disability,How often have you used each of the following drugs?,text,Date of Disability Collection,,MM/DD/YYYY,date_mdy,01/01/1900,,,,,,,Note: Maximum expected day = Current day.,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,72e61673b1721e26f4e40fc7d719d1df2ac899e6b0ce541ada0a7b7e34d0cba852ee3417e0e1be1b13cc0097d206edd0865272c02794009e7d1be5524b77d59b
disability_deaf_2,tier2_disability,How often have you used each of the following drugs?,radio,"Are you deaf, or do you have serious difficulty hearing?","1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,049a2bf3b4f9879d5faefd6a60916b05253d59798bb2ca969203dcd0060af1dcc775d198833e3721a42b60c2f94930cc1c58604b4d8820c69e18b6099b1b2421
disability_blind_2,tier2_disability,How often have you used each of the following drugs?,radio,"Are you blind, or do you have serious difficulty seeing, even when wearing glasses?","1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,92b9daceaeffd70d187ab268ca564acb7bf458f5d2efa9cd8832381e553120287c769432f8c66e229bc9fdf3099b793e35784202e2b9583a9eba1bfc925188d8
disability_decisions_2,tier2_disability,How often have you used each of the following drugs?,radio,"Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering, or making decisions? 

(5 years of age or older)","1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,bf171505cb983b4de75eb16a936a4db940101a3144d349fdf438d65065a89c0d6f79453383f7d4ffcbd462493bc72f77fb59e247d3bd07d9e82388a843b9ccfd
disability_walking_2,tier2_disability,How often have you used each of the following drugs?,radio,"Do you have serious difficulty walking or climbing stairs? 

(5 years of age or older)","1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,923f41ce73d63e2dd149f89b7416c8d1d025c7e221a352254ba436b068a37440678872ec2e10f7be628a658713343c2f1cb38699107f3ce93e21a3fee31f7040
disability_dress_2,tier2_disability,How often have you used each of the following drugs?,radio,"Do you have difficulty dressing or bathing?

(5 years of age or older)","1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,c75ec52ee5cc6272aff6028eccebcba5baf87fdf53cc4b0e509b2a016d02c7db84525cc1f5573f4355e6cb12605d83b4e58b82e7618838010e6e22a2c630e517
disability_errands_2,tier2_disability,How often have you used each of the following drugs?,radio,"Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a doctor's office or shopping? 

(15 years of age or older)","1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,d22ea660f10690c2b7d967f9b4a9c5208dd8bb84af37e701948a2b627835b29db1733328117e5df688e0bd50d8cf590cec76181318672592a47991d4e73fd45b
fi_food_money_frequency,tier2_food_insecurity,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,"The first statement is,

 ""The food that (I/we) bought just didn't last, and (I/we) didn't have money to get more."" 

Was that often, sometimes, or never true for (you/your household) in the last 12 months?","1, Often true | 2, Sometimes true | 3, Never true | 98, Don't know | 99, Prefer not to answer",,,,,,,,,,PX270301,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,d9f64149cd0cc3a17b0a42fc1473a25512dcd249bc6831d41b36d9e780208390392071f76fde0be6367de952f1bd289a60b22d3160b6622e6f4b9d7ef86887f5
fi_afford_balanced_meals,tier2_food_insecurity,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,"The second statement is,

""(I/we) couldn't afford to eat balanced meals."" 

Was that often, sometimes, or never true for (you/your household) in the last 12 months?","1, Often true | 2, Sometimes true | 3, Never true | 98, Don't know | 99, Prefer not to answer",,,,,,,,,,PX270301,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,296e9f27a52703a78b4c1ce4553db90ea0803b53fc96d9f8f4e711ab4a32a9f7491ba2ec896abe0e9ab1d2b5e7991ce55c7d9c633820fffd54fa779d3250e02b
fi_change_diet,tier2_food_insecurity,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,"In the last 12 months, since (date 12 months ago) did (you/you or other adults in your household) ever cut the size of your meals or skip meals because there wasn't enough money for food?","1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,,,,,,PX270301,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,8f7aaad344f2e6b543aa9cdd28925fa6d887db1cdb6b0f3e29d744338e4ba6f51e76621e6d02a61ece3b66e04ac8e46dd91747c98ebf813954d5af7f93a504e7
fi_change_diet_frequency,tier2_food_insecurity,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,"How often did this happen - almost every month, some months but not every month, or in only 1 or 2 months?","1, Almost every month | 2, Some months but not every month | 3, Only 1 or 2 months | 98, Don't know | 99, Prefer not to answer",,,,,[fi_food_money_frequency]='1' or [fi_food_money_frequency]='2' or [fi_afford_balanced_meals]='1' or [fi_afford_balanced_meals]='2' or [fi_change_diet]='1',,,,,PX270301,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,a395b8f0769a6e93c3b3f9222fb2baf952b9cc401026c90245f3404525a0be4ccbfd93d287b815dcaee337f81a48490cdc52f5c77e1ea0f7feb138c9ae0b98ad
fi_eat_less,tier2_food_insecurity,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,"In the last 12 months, did you ever eat less than you felt you should because there wasn't enough money to buy food?","1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,[fi_change_diet]='1',,,,,PX270301,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,dc98184a1e4efd232179db3928189cd2d9825c1c79ef3047246dbedac3fe0c2126e81ff8929fbef2b9ba1ad68c79fdd68b4d727fc04be782df9d12c911c6ed73
fi_hungry,tier2_food_insecurity,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,"In the last 12 months, were you ever hungry but didn't eat because you couldn't afford enough food?","1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,,,,,,PX270301,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,fc70d72d93906b35717d1cd1a44698cbc6c4b82dc6f854b4a163e913579c9af5d20a4c05ab12371f0c48ffe7d2274a884471047713aeca87e2094beffff87483
fi_high_quality_2,tier2_food_insecurity,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,The fresh fruits and vegetables in my neighborhood are of high quality,"1, Completely agree | 2, Somewhat agree | 3, Neutral/no opinion| 4, Somewhat disagree | 5, Strongly disagree|   98, Don't know| 99, Prefer not to answer",,,,,,,,,,Perceived Availability of Healthy Foods Scale from the Multi-Ethnic Study of Atherosclerosis (MESA) https://www.phenxtoolkit.org/protocols/view/210701,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,2b2b13139d93ce6efcd07dd183dc4655307bc934b7a452f5f5af483c673fd0a70b28d226eec665a831ea31eaca63236e1a245f6f69e3eea23fbc8682f0d0d00e
stable_housing,tier2_housing,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,"In the past two months, have you been staying in the same place? ","1, Yes | 0, No | 98, Prefer not to answer | 99, Don't know",,,,,,,,,,PMC4612177 |https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4612177/|VA Homeless Screening Clinical Reminder| Modified to simplify question based on RADx-UP feedback,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,0aa94f2865da5fde1429536343f3c74405d341e5e44098232ebececa6737eff50ed7067fcaf04745a2926583bf84664cdd85979e850e4ac7469bcfec6be195e3
housing_concerns,tier2_housing,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,Are you worried or concerned that in the next two months you may NOT have a place to stay?,"1, Yes | 0, No | 98, Prefer not to answer | 99, Don't know",,,,,,,,,,PMC4612177 |https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4612177/|VA Homeless Screening Clinical Reminder| Modified to simplify question based on RADx-UP feedback,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,670a1f1bb823923f5e52266f4e82bf6f1fbe97d06d867077e8789a44014f1d136c7db0c251e60a6b756146c08759a167860e400a1394f4d8c73ecd535a332c3a
trust_doc_2,tier2_trust,How much do you trust each of these sources to provide correct information about COVID 19?  (Select one response for each row.),radio,Your doctor or health care provider,"0,Not at all|1, A little | 2, Somewhat | 3, A great deal|4,Don't know| 99, Prefer not to answer",,,,,,,,,trusted_source_list," CEAL",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,f9b2d69a9d43267d136cc49840963ed128cfdd72510318fda881b61a7abf94c54c44fc730c0d3d3dae3ee34de66714b5ffeba84003140e85d1dcbd3e3b65058e
trust_flead_2,tier2_trust,How much do you trust each of these sources to provide correct information about COVID 19?  (Select one response for each row.),radio,Your faith leader,"0,Not at all|1, A little | 2, Somewhat | 3, A great deal|4,Don't know| 99, Prefer not to answer",,,,,,,,,trusted_source_list," CEAL",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,b205504842ddfaef2f095df6ac96a0d9d2ea27c7100babe6f00874d2622dc4490ee7525739ca802a8b8fccc5a663a1edf5670b8f699a93e0c37b5b3fa596e4a3
trust_fam_2,tier2_trust,How much do you trust each of these sources to provide correct information about COVID 19?  (Select one response for each row.),radio,Your close friends and members of your family,"0,Not at all|1, A little | 2, Somewhat | 3, A great deal|4,Don't know| 99, Prefer not to answer",,,,,,,,,trusted_source_list," CEAL",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,e5064a98cb861a8d63147d0f620eff46060d13d9b92e6f6ad7b1664b3b94c39f7719abb26c87ec4a3d355c8ec7d5eb712ef084c64286b773067508c1859cdddb
trust_coll_2,tier2_trust,How much do you trust each of these sources to provide correct information about COVID 19?  (Select one response for each row.),radio,People you go to work or class with or other people you know,"0,Not at all|1, A little | 2, Somewhat | 3, A great deal|4,Don't know| 99, Prefer not to answer",,,,,,,,,trusted_source_list," CEAL",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,f2105e1bd34a871958d1bcbc4054d6e646d642e8d52da5ee582a0c9a7258c4826e18464f0a3a5b658003d7d675187545a61891752f4426f1f1317864332a0830
trust_news_2,tier2_trust,How much do you trust each of these sources to provide correct information about COVID 19?  (Select one response for each row.),radio,"News on the radio, TV, online, or in newspapers","0,Not at all|1, A little | 2, Somewhat | 3, A great deal|4,Don't know| 99, Prefer not to answer",,,,,,,,,trusted_source_list," CEAL",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,b835e0c881d1087acce72e6cb70266a4e250d4ad83ed81ea5a2ff442ee9865ec2f11bc432bdb79cf54aff45b92246d3ea50e3775202f1fc5e8c0b00887cc7562
trust_social_2,tier2_trust,How much do you trust each of these sources to provide correct information about COVID 19?  (Select one response for each row.),radio,Your contacts on social media,"0,Not at all|1, A little | 2, Somewhat | 3, A great deal|4,Don't know| 99, Prefer not to answer",,,,,,,,,trusted_source_list," CEAL",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,eadcfe5e84fde1ddfc2c776ae5d88176d3ddaf222dafe883667536ef0e334c510e6b9e7d7c74f2ca77cdd1a545fa8b34c5d2c68b71acb271a7e005676a399ff9
trust_usgov_2,tier2_trust,How much do you trust each of these sources to provide correct information about COVID 19?  (Select one response for each row.),radio,The U.S. government,"0,Not at all|1, A little | 2, Somewhat | 3, A great deal|4,Don't know| 99, Prefer not to answer",,,,,,,,,trusted_source_list," CEAL",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,2d671716a073af8d2b9d10081a67c279ed999eaf5527c3796938360596181e14be9329b92a6bb9b37a11b209e3f0d7a981539d6ef0e30d359bd3ca29eb1c845a
trust_cortf_2,tier2_trust,How much do you trust each of these sources to provide correct information about COVID 19?  (Select one response for each row.),radio,The U.S. Coronavirus Task Force,"0,Not at all|1, A little | 2, Somewhat | 3, A great deal|4,Don't know| 99, Prefer not to answer",,,,,,,,,trusted_source_list," CEAL",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,f0c653486789f383196edf70952edca587472bf01fdcfa6f373a54c01b58088e63faf813c2fb6f79ba010d447b8b05bc89637ec051c48bc8895c44c45f071365
mrn,tier2_mrn,How much do you trust each of these sources to provide correct information about COVID 19?  (Select one response for each row.),text,Medical Record Number,,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,6bd4c59a29e038c7429198bb256676dbada506bb76676e1598647c2328ec8ad734228c7cf8b8a04677822a2e2c711a396872e0b1adbe80a505427788afe476c1
