Id,Description,Datatype,Units,Enumeration,Label,Additional Missing Value Codes,Terms,Unit,Section,ui,Notes,min,max,CDE Reference,pattern,phi_id,branching_logic,required,form_name,header,Variable Classification,Validation,Field Notes,Branching_Logic,CDE_Reference,Custom Alignment,source_file,source_directory,Program,Title,Summary
steroids_yn,,,,"1, Yes | 0, No",Corticosteroids Given?,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
steroids_name_1,,,,"1, Yes | 0, No",Dexamethasone,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,[steroids_yn] = '1',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
steroids_name_2,,,,"1, Yes | 0, No",Prednisone,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
steroids_name_3,,,,"1, Yes | 0, No",Methylprednisolone,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
steroids_name_4,,,,"1, Yes | 0, No",Hydrocortisone,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
steroids_name_5,,,,"1, Yes | 0, No",Other,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
immunomodulators_yn,,,,"1, Yes | 0, No",Immunomodulators Given?,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
immunomod_type_1,,,,"1, Yes | 0, No",Tocilizumab,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,[immunomodulators_yn] = '1',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
immunomod_type_2,,,,"1, Yes | 0, No",Baricitinib,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
immunomod_type_3,,,,"1, Yes | 0, No",Anakinra,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
immunomod_type_4,,,,"1, Yes | 0, No",Other,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
antimicrob_yn,,,,"1, Yes | 0, No",Antimicrobials Given?,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
antimicrob_type_1,,,,"1, Yes | 0, No",Remdesivir,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,[antimicrob_yn] = '1',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
antimicrob_type_2,,,,"1, Yes | 0, No",Vancomycin,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
antimicrob_type_3,,,,"1, Yes | 0, No",Ceftazidime,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
antimicrob_type_4,,,,"1, Yes | 0, No",Meropenem,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
antimicrob_type_5,,,,"1, Yes | 0, No",Linezolid,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
